
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-08-13 18:11:55 /api/v1/departments/1000000 .......................................................... ~ 3.25ms
  2026-08-13 18:11:55 /api/v1/organizations/1000000 ........................................................ ~ 3.10ms
  2026-08-13 18:11:55 /api/v1/notifications/1000000 ............................................................ ~ 1s
  2026-08-13 18:11:55 /api/v1/notifications/1000000/unread-count ............................................... ~ 2s
  2026-08-13 18:11:56 /api/v1/analytics/1000000/executive-summary .............................................. ~ 6s
  PHP Fatal error:  Maximum execution time of 30 seconds exceeded in C:\Users\omshivay\Desktop\ADK\hp-enterprise-brain\vendor\laravel\framework\src\Illuminate\Database\Connection.php on line 412
  2026-08-13 18:11:58 /api/v1/workspace/1000000/home-metrics ................................................... ~ 2m
  2026-08-13 18:12:03 /api/v1/reasoning-engine/1000000/missing-evidence .................................... ~ 1m 55s
  2026-08-13 18:13:58 /api/v1/reasoning-engine/1000000/duplicate-signals ................................... ~ 1.78ms
  2026-08-13 18:13:58 /api/v1/ai/executions/1000000 ........................................................ ~ 1.60ms
  2026-08-13 18:13:58 /api/v1/ai/providers ................................................................. ~ 1.53ms
  2026-08-13 18:13:58 /api/v1/tasks/registry ............................................................... ~ 1.56ms
  127.0.0.1:49692 Invalid request (An existing connection was forcibly closed by the remote host)
  2026-08-13 18:13:58 ...................................................................................... ~ 2.02ms
  127.0.0.1:49700 Invalid request (An existing connection was forcibly closed by the remote host)
  2026-08-13 18:13:58 ...................................................................................... ~ 2.41ms
  2026-08-13 18:13:58 /api/v1/capabilities/1000000 ......................................................... ~ 2.55ms
  2026-08-13 18:13:58 /api/v1/departments/1000000 .......................................................... ~ 1.68ms
  2026-08-13 18:13:58 /api/v1/organizations/1000000 ........................................................ ~ 1.97ms
  2026-08-13 18:13:58 /api/v1/notifications/1000000 ........................................................ ~ 2.97ms
  2026-08-13 18:13:58 /api/v1/notifications/1000000/unread-count ......................................... ~ 530.97ms
  2026-08-13 18:13:58 /api/v1/analytics/1000000/executive-summary ........................................ ~ 531.29ms
  2026-08-13 18:13:58 /api/v1/notifications/1000000 ........................................................ ~ 1.52ms
  2026-08-13 18:13:58 /api/v1/notifications/1000000/unread-count ........................................... ~ 1.62ms
  2026-08-13 18:13:58 /api/v1/notifications/1000000/unread-count ........................................... ~ 1.65ms
  2026-08-13 18:13:58 /api/v1/workspace/1000000/home-metrics ............................................... ~ 1.41ms
  2026-08-13 18:13:58 /api/v1/reasoning-engine/1000000/missing-evidence .................................... ~ 1.43ms
  2026-08-13 18:13:58 /api/v1/reasoning-engine/1000000/duplicate-signals ................................... ~ 1.44ms
  2026-08-13 18:13:58 /api/v1/notifications/1000000/unread-count ........................................... ~ 1.90ms
  2026-08-13 18:13:58 /api/v1/ai/executions/1000000 ........................................................ ~ 2.05ms
  2026-08-13 18:13:58 /api/v1/ai/providers ................................................................. ~ 2.00ms
  2026-08-13 18:13:58 /api/v1/tasks/registry ............................................................... ~ 1.15ms
  2026-08-13 18:13:58 /api/v1/capabilities/1000000 ......................................................... ~ 2.41ms
  2026-08-13 18:13:58 /api/v1/departments/1000000 .......................................................... ~ 1.63ms
  2026-08-13 18:13:58 /api/v1/organizations/1000000 ........................................................ ~ 1.42ms
  2026-08-13 18:13:58 /api/v1/notifications/1000000 ........................................................ ~ 1.65ms
  2026-08-13 18:13:58 /api/v1/notifications/1000000/unread-count ........................................... ~ 2.15ms
  2026-08-13 18:13:58 /api/v1/notifications/1000000 ........................................................ ~ 1.60ms
  2026-08-13 18:13:59 /api/v1/notifications/1000000/unread-count ........................................... ~ 1.34ms
  2026-08-13 18:13:59 /api/v1/notifications/1000000 ........................................................ ~ 0.87ms
  2026-08-13 18:13:59 /api/v1/notifications/1000000/unread-count ........................................... ~ 0.78ms
  2026-08-13 18:13:59 /api/v1/analytics/1000000/executive-summary .......................................... ~ 0.78ms
  2026-08-13 18:13:59 /api/v1/workspace/1000000/home-metrics ............................................... ~ 0.89ms
  2026-08-13 18:13:59 /api/v1/reasoning-engine/1000000/missing-evidence .................................... ~ 1.19ms
  2026-08-13 18:13:59 /api/v1/reasoning-engine/1000000/duplicate-signals ................................... ~ 1.68ms
  2026-08-13 18:13:59 /api/v1/notifications/1000000/unread-count ........................................... ~ 1.79ms
  2026-08-13 18:13:59 /api/v1/ai/executions/1000000 ........................................................ ~ 2.79ms
  2026-08-13 18:13:59 /api/v1/ai/providers ................................................................. ~ 1.87ms
  2026-08-13 18:13:59 /api/v1/tasks/registry ............................................................... ~ 2.87ms
  2026-08-13 18:13:59 /api/v1/capabilities/1000000 ......................................................... ~ 4.22ms
  2026-08-13 18:13:59 /api/v1/departments/1000000 ........................................................ ~ 524.42ms
  2026-08-13 18:13:59 /api/v1/organizations/1000000 ...................................................... ~ 525.03ms
  2026-08-13 18:13:59 /api/v1/notifications/1000000 ........................................................ ~ 3.05ms
  2026-08-13 18:13:59 /api/v1/notifications/1000000/unread-count ........................................... ~ 3.91ms
  2026-08-13 18:13:59 /api/v1/analytics/1000000/executive-summary .......................................... ~ 3.30ms
  2026-08-13 18:13:59 /api/v1/workspace/1000000/home-metrics ............................................... ~ 3.06ms
  2026-08-13 18:13:59 /api/v1/reasoning-engine/1000000/missing-evidence .................................... ~ 2.91ms
  2026-08-13 18:13:59 /api/v1/reasoning-engine/1000000/duplicate-signals ................................... ~ 4.00ms
  2026-08-13 18:13:59 /api/v1/notifications/1000000/unread-count ........................................... ~ 3.33ms
  2026-08-13 18:13:59 /api/v1/ai/executions/1000000 ........................................................ ~ 3.17ms
  2026-08-13 18:13:59 /api/v1/ai/providers ................................................................. ~ 2.96ms
  2026-08-13 18:13:59 /api/v1/tasks/registry ............................................................... ~ 3.35ms
  2026-08-13 18:13:59 /api/v1/capabilities/1000000 ......................................................... ~ 2.43ms
  2026-08-13 18:13:59 /api/v1/departments/1000000 .......................................................... ~ 2.55ms
  2026-08-13 18:13:59 /api/v1/organizations/1000000 ........................................................ ~ 2.67ms
  2026-08-13 18:13:59 /api/v1/notifications/1000000 ........................................................ ~ 2.61ms
  2026-08-13 18:13:59 /api/v1/notifications/1000000/unread-count ........................................... ~ 1.97ms
  2026-08-13 18:13:59 /api/v1/notifications/1000000 ........................................................ ~ 1.54ms
  2026-08-13 18:13:59 /api/v1/notifications/1000000/unread-count ........................................... ~ 1.62ms
  2026-08-13 18:13:59 /api/v1/people/1000000 ............................................................... ~ 2.50ms
  2026-08-13 18:13:59 /api/v1/departments/1000000 .......................................................... ~ 2.43ms
  2026-08-13 18:13:59 /api/v1/people/1000000 ............................................................... ~ 2.48ms
  2026-08-13 18:13:59 /api/v1/departments/1000000 .......................................................... ~ 2.12ms
  2026-08-13 18:13:59 /api/v1/notifications/1000000 ........................................................ ~ 1.78ms
  2026-08-13 18:13:59 /api/v1/notifications/1000000/unread-count ........................................... ~ 1.45ms
  2026-08-13 18:13:59 /api/v1/auth/refresh ................................................................. ~ 1.06ms
  2026-08-13 18:13:59 /api/v1/notifications/1000000 ........................................................ ~ 1.06ms
  2026-08-13 18:13:59 /api/v1/notifications/1000000/unread-count ........................................... ~ 1.94ms
  2026-08-13 18:13:59 /api/v1/people/1000000 ............................................................... ~ 2.26ms
  2026-08-13 18:13:59 /api/v1/departments/1000000 .......................................................... ~ 3.37ms
  2026-08-13 18:13:59 /api/v1/auth/refresh ..................................................................... ~ 2s
  2026-08-13 18:13:59 /api/v1/notifications/1000000 ............................................................ ~ 2s
  2026-08-13 18:14:01 /api/v1/notifications/1000000/unread-count ........................................... ~ 1.97ms
  2026-08-13 18:14:02 /api/v1/people/1000000 ............................................................... ~ 1.48ms
  2026-08-13 18:14:02 /api/v1/departments/1000000 .......................................................... ~ 1.78ms
  2026-08-13 18:14:02 /api/v1/reasoning-engine/1000000/missing-evidence .................................... ~ 1.65ms
  2026-08-13 18:14:02 /api/v1/reasoning-engine/1000000/duplicate-signals ................................... ~ 1.36ms
  2026-08-13 18:14:02 /api/v1/ai/executions/1000000 ........................................................ ~ 1.34ms
  2026-08-13 18:14:02 /api/v1/ai/providers ................................................................. ~ 1.60ms
  2026-08-13 18:14:02 /api/v1/tasks/registry ............................................................... ~ 1.72ms
  2026-08-13 18:14:02 /api/v1/capabilities/1000000 ......................................................... ~ 1.87ms
  2026-08-13 18:14:02 /api/v1/departments/1000000 .......................................................... ~ 1.78ms
  2026-08-13 18:14:02 /api/v1/organizations/1000000 ........................................................ ~ 2.05ms
  2026-08-13 18:14:02 /api/v1/notifications/1000000 ........................................................ ~ 2.50ms
  2026-08-13 18:14:02 /api/v1/notifications/1000000/unread-count ........................................... ~ 3.57ms
  2026-08-13 18:14:02 /api/v1/analytics/1000000/executive-summary .......................................... ~ 3.51ms
  2026-08-13 18:14:02 /api/v1/notifications/1000000/unread-count ........................................... ~ 3.22ms
  2026-08-13 18:14:02 /api/v1/workspace/1000000/home-metrics ............................................... ~ 3.19ms
  2026-08-13 18:14:02 /api/v1/reasoning-engine/1000000/missing-evidence .................................... ~ 2.27ms
  2026-08-13 18:14:02 /api/v1/reasoning-engine/1000000/duplicate-signals ................................... ~ 1.79ms
  2026-08-13 18:14:02 /api/v1/notifications/1000000/unread-count ........................................... ~ 2.73ms
  2026-08-13 18:14:02 /api/v1/ai/executions/1000000 ........................................................ ~ 3.02ms
  2026-08-13 18:14:02 /api/v1/ai/providers ............................................................... ~ 527.90ms
  2026-08-13 18:14:02 /api/v1/tasks/registry ............................................................. ~ 526.95ms
  2026-08-13 18:14:02 /api/v1/capabilities/1000000 ......................................................... ~ 1.81ms
  2026-08-13 18:14:02 /api/v1/departments/1000000 .......................................................... ~ 1.56ms
  2026-08-13 18:14:02 /api/v1/organizations/1000000 ........................................................ ~ 1.52ms
  2026-08-13 18:14:02 /api/v1/notifications/1000000 ........................................................ ~ 1.59ms
  2026-08-13 18:14:02 /api/v1/notifications/1000000/unread-count ........................................... ~ 1.62ms
  2026-08-13 18:14:02 /api/v1/people/1000000 ............................................................... ~ 1.46ms
  2026-08-13 18:14:02 /api/v1/departments/1000000 .......................................................... ~ 1.61ms
  2026-08-13 18:14:02 /api/v1/notifications/1000000 ........................................................ ~ 1.45ms
  2026-08-13 18:14:02 /api/v1/auth/refresh ................................................................. ~ 2.51ms
  2026-08-13 18:14:02 /api/v1/notifications/1000000/unread-count ........................................... ~ 1.77ms
  2026-08-13 18:14:02 /api/v1/reasoning-engine/1000000/missing-evidence ........................................ ~ 1s
  2026-08-13 18:14:02 /api/v1/reasoning-engine/1000000/duplicate-signals ....................................... ~ 2s
  2026-08-13 18:14:03 /api/v1/ai/executions/1000000 ............................................................ ~ 2s
  2026-08-13 18:14:04 /api/v1/ai/providers ..................................................................... ~ 1s
  2026-08-13 18:14:06 /api/v1/tasks/registry ............................................................. ~ 513.43ms
  2026-08-13 18:14:06 /api/v1/capabilities/1000000 ............................................................. ~ 1s
  2026-08-13 18:14:06 /api/v1/departments/1000000 .............................................................. ~ 4s
  2026-08-13 18:14:07 /api/v1/organizations/1000000 ............................................................ ~ 5s
  2026-08-13 18:14:10 /api/v1/analytics/1000000/executive-summary .............................................. ~ 5s
  PHP Fatal error:  Maximum execution time of 30 seconds exceeded in C:\Users\omshivay\Desktop\ADK\hp-enterprise-brain\vendor\laravel\framework\src\Illuminate\Database\Connection.php on line 412
  2026-08-13 18:14:12 /api/v1/workspace/1000000/home-metrics ............................................... ~ 1m 51s
  PHP Fatal error:  Maximum execution time of 30 seconds exceeded in C:\Users\omshivay\Desktop\ADK\hp-enterprise-brain\vendor\laravel\framework\src\Illuminate\Database\Connection.php on line 412
  2026-08-13 18:14:16 /api/v1/people/1000000 ............................................................... ~ 2m 17s
  2026-08-13 18:16:03 /api/v1/notifications/1000000 ........................................................... ~ 29s
  2026-08-13 18:16:33 /api/v1/auth/refresh ..................................................................... ~ 2s
  2026-08-13 18:16:33 /api/v1/notifications/1000000/unread-count ............................................... ~ 2s
  2026-08-13 18:16:35 /api/v1/reasoning-engine/1000000/missing-evidence ........................................ ~ 1s
  2026-08-13 18:16:35 /api/v1/notifications/1000000 ............................................................ ~ 1s
  2026-08-13 18:16:37 /api/v1/notifications/1000000/unread-count ........................................... ~ 0.97ms
  2026-08-13 18:16:37 /api/v1/notifications/1000000 ........................................................ ~ 0.71ms
  2026-08-13 18:16:37 /api/v1/notifications/1000000/unread-count ........................................... ~ 0.75ms
  2026-08-13 18:16:37 /api/v1/people/1000000 ............................................................... ~ 0.69ms
  2026-08-13 18:16:37 /api/v1/departments/1000000 .......................................................... ~ 0.77ms
  2026-08-13 18:16:37 /api/v1/organizations/1000000 ........................................................ ~ 0.75ms
  2026-08-13 18:16:37 /api/v1/notifications/1000000 ........................................................ ~ 0.74ms
  2026-08-13 18:16:37 /api/v1/notifications/1000000/unread-count ........................................... ~ 0.74ms
  2026-08-13 18:16:37 /api/v1/people/1000000 ............................................................... ~ 0.68ms
  2026-08-13 18:16:37 /api/v1/departments/1000000 .......................................................... ~ 0.83ms
  2026-08-13 18:16:37 /api/v1/organizations/1000000 ........................................................ ~ 0.95ms
  2026-08-13 18:16:37 /api/v1/analytics/1000000/executive-summary .......................................... ~ 1.13ms
  2026-08-13 18:16:37 /api/v1/workspace/1000000/home-metrics ............................................... ~ 0.82ms
  2026-08-13 18:16:37 /api/v1/reasoning-engine/1000000/missing-evidence .................................... ~ 0.70ms
  2026-08-13 18:16:37 /api/v1/reasoning-engine/1000000/duplicate-signals ................................... ~ 0.66ms
  2026-08-13 18:16:37 /api/v1/notifications/1000000/unread-count ........................................... ~ 0.64ms
  2026-08-13 18:16:37 /api/v1/ai/executions/1000000 ........................................................ ~ 0.69ms
  2026-08-13 18:16:37 /api/v1/ai/providers ................................................................. ~ 0.74ms
  2026-08-13 18:16:37 /api/v1/tasks/registry ............................................................... ~ 0.79ms
  2026-08-13 18:16:37 /api/v1/capabilities/1000000 ......................................................... ~ 0.77ms
  2026-08-13 18:16:37 /api/v1/departments/1000000 .......................................................... ~ 0.74ms
  2026-08-13 18:16:37 /api/v1/analytics/1000000/executive-summary .......................................... ~ 0.85ms
  2026-08-13 18:16:37 /api/v1/workspace/1000000/home-metrics ............................................... ~ 1.81ms
  2026-08-13 18:16:37 /api/v1/reasoning-engine/1000000/missing-evidence .................................... ~ 1.16ms
  2026-08-13 18:16:37 /api/v1/reasoning-engine/1000000/duplicate-signals ................................... ~ 0.85ms
  2026-08-13 18:16:37 /api/v1/notifications/1000000/unread-count ........................................... ~ 0.83ms
  2026-08-13 18:16:37 /api/v1/ai/executions/1000000 ........................................................ ~ 0.87ms
  2026-08-13 18:16:37 /api/v1/ai/providers ................................................................. ~ 0.89ms
  2026-08-13 18:16:37 /api/v1/tasks/registry ............................................................... ~ 0.84ms
  2026-08-13 18:16:37 /api/v1/capabilities/1000000 ......................................................... ~ 0.82ms
  2026-08-13 18:16:37 /api/v1/departments/1000000 .......................................................... ~ 0.79ms
  2026-08-13 18:16:37 /api/v1/notifications/1000000 ........................................................ ~ 0.80ms
  2026-08-13 18:16:37 /api/v1/notifications/1000000/unread-count ........................................... ~ 0.79ms
  2026-08-13 18:16:37 /api/v1/notifications/1000000 ...................................................... ~ 493.61ms
  2026-08-13 18:16:37 /api/v1/notifications/1000000/unread-count ......................................... ~ 495.36ms
  2026-08-13 18:16:37 /api/v1/notifications/1000000 ........................................................ ~ 2.26ms
  2026-08-13 18:16:37 /api/v1/notifications/1000000/unread-count ........................................... ~ 1.95ms
  2026-08-13 18:16:37 /api/v1/notifications/1000000 ........................................................ ~ 1.61ms
  2026-08-13 18:16:37 /api/v1/notifications/1000000/unread-count ........................................... ~ 1.12ms
  2026-08-13 18:16:37 /api/v1/notifications/1000000 ............................................................ ~ 1s
  2026-08-13 18:16:37 /api/v1/notifications/1000000/unread-count ............................................... ~ 2s
  PHP Fatal error:  Maximum execution time of 30 seconds exceeded in C:\Users\omshivay\Desktop\ADK\hp-enterprise-brain\vendor\laravel\framework\src\Illuminate\Database\Connection.php on line 412
  2026-08-13 18:16:38 /api/v1/people/1000000 .................................................................. ~ 30s
  2026-08-13 18:16:39 /api/v1/departments/1000000 ............................................................. ~ 33s
  2026-08-13 18:17:09 /api/v1/organizations/1000000 ............................................................ ~ 5s
  2026-08-13 18:17:13 /api/v1/analytics/1000000/executive-summary .............................................. ~ 6s
  PHP Fatal error:  Maximum execution time of 30 seconds exceeded in C:\Users\omshivay\Desktop\ADK\hp-enterprise-brain\vendor\laravel\framework\src\Illuminate\Database\Connection.php on line 412
  2026-08-13 18:17:14 /api/v1/workspace/1000000/home-metrics ............................................... ~ 1m 48s
  2026-08-13 18:17:19 /api/v1/reasoning-engine/1000000/missing-evidence .................................... ~ 1m 45s
  2026-08-13 18:19:03 /api/v1/reasoning-engine/1000000/duplicate-signals ....................................... ~ 2s
  2026-08-13 18:19:04 /api/v1/ai/executions/1000000 ............................................................ ~ 2s
  2026-08-13 18:19:05 /api/v1/ai/providers ..................................................................... ~ 1s
  2026-08-13 18:19:06 /api/v1/tasks/registry ............................................................... ~ 1.41ms
  2026-08-13 18:19:06 /api/v1/capabilities/1000000 ............................................................. ~ 1s
  2026-08-13 18:19:06 /api/v1/notifications/1000000 ............................................................ ~ 2s
  2026-08-13 18:19:08 /api/v1/notifications/1000000/unread-count ............................................... ~ 2s
  PHP Fatal error:  Maximum execution time of 30 seconds exceeded in C:\Users\omshivay\Desktop\ADK\hp-enterprise-brain\vendor\laravel\framework\src\Illuminate\Database\Connection.php on line 412
  2026-08-13 18:19:09 /api/v1/people/1000000 .................................................................. ~ 31s
  2026-08-13 18:19:10 /api/v1/departments/1000000 ............................................................. ~ 33s
  2026-08-13 18:19:40 /api/v1/organizations/1000000 ............................................................ ~ 4s
  2026-08-13 18:19:43 /api/v1/notifications/1000000/unread-count ............................................... ~ 2s
  2026-08-13 18:19:45 /api/v1/departments/1000000 .............................................................. ~ 4s
  2026-08-13 18:19:46 /api/v1/analytics/1000000/executive-summary .............................................. ~ 8s
  PHP Fatal error:  Maximum execution time of 30 seconds exceeded in C:\Users\omshivay\Desktop\ADK\hp-enterprise-brain\vendor\laravel\framework\src\Illuminate\Database\Connection.php on line 412
  2026-08-13 18:19:49 /api/v1/workspace/1000000/home-metrics ............................................... ~ 1m 46s
  2026-08-13 18:19:54 /api/v1/reasoning-engine/1000000/missing-evidence .................................... ~ 1m 42s
  2026-08-13 18:21:35 /api/v1/reasoning-engine/1000000/duplicate-signals ....................................... ~ 2s
  2026-08-13 18:21:37 /api/v1/notifications/1000000/unread-count ............................................... ~ 2s
  2026-08-13 18:21:38 /api/v1/ai/executions/1000000 ............................................................ ~ 2s
  2026-08-13 18:21:39 /api/v1/ai/providers ..................................................................... ~ 1s
  2026-08-13 18:21:40 /api/v1/tasks/registry ............................................................... ~ 1.05ms
  2026-08-13 18:21:40 /api/v1/capabilities/1000000 ............................................................. ~ 1s
  2026-08-13 18:21:40 /api/v1/departments/1000000 .............................................................. ~ 4s
  2026-08-13 18:21:41 /api/v1/notifications/1000000 ............................................................ ~ 4s
  2026-08-13 18:21:44 /api/v1/notifications/1000000/unread-count ............................................... ~ 2s
  2026-08-13 18:21:45 /api/v1/notifications/1000000 ............................................................ ~ 2s
  2026-08-13 18:21:47 /api/v1/notifications/1000000/unread-count ............................................... ~ 2s
  2026-08-13 18:21:48 /api/v1/notifications/1000000 ............................................................ ~ 2s
  2026-08-13 18:21:49 /api/v1/notifications/1000000/unread-count ............................................... ~ 2s
  2026-08-13 18:21:50 /api/v1/notifications/1000000 ............................................................ ~ 2s
  2026-08-13 18:21:51 /api/v1/notifications/1000000/unread-count ............................................... ~ 2s
  2026-08-13 18:21:52 /api/v1/notifications/1000000 ............................................................ ~ 1s
  2026-08-13 18:21:53 /api/v1/notifications/1000000/unread-count ........................................... ~ 1.96ms
  2026-08-13 18:21:53 /api/v1/notifications/1000000 ........................................................ ~ 1.38ms
  2026-08-13 18:21:53 /api/v1/notifications/1000000/unread-count ........................................... ~ 1.30ms
  2026-08-13 18:21:53 /api/v1/notifications/1000000 ........................................................ ~ 1.02ms
  2026-08-13 18:21:53 /api/v1/notifications/1000000/unread-count ........................................... ~ 1.48ms
  2026-08-13 18:21:53 /api/v1/notifications/1000000 ........................................................ ~ 1.13ms
  2026-08-13 18:21:53 /api/v1/notifications/1000000/unread-count ........................................... ~ 1.44ms
  2026-08-13 18:21:53 /api/v1/analytics/1000000/executive-summary .......................................... ~ 1.14ms
  2026-08-13 18:21:53 /api/v1/workspace/1000000/home-metrics ............................................... ~ 0.94ms
  2026-08-13 18:21:53 /api/v1/reasoning-engine/1000000/missing-evidence .................................... ~ 1.33ms
  2026-08-13 18:21:53 /api/v1/reasoning-engine/1000000/duplicate-signals ................................... ~ 0.90ms
  2026-08-13 18:21:53 /api/v1/ai/executions/1000000 ........................................................ ~ 1.04ms
  2026-08-13 18:21:53 /api/v1/ai/providers ................................................................. ~ 1.02ms
  2026-08-13 18:21:54 /api/v1/tasks/registry ............................................................... ~ 1.20ms
  2026-08-13 18:21:54 /api/v1/capabilities/1000000 ......................................................... ~ 1.62ms
  2026-08-13 18:21:54 /api/v1/departments/1000000 .......................................................... ~ 1.17ms
  2026-08-13 18:21:54 /api/v1/organizations/1000000 ........................................................ ~ 1.12ms
  2026-08-13 18:21:54 /api/v1/notifications/1000000 ............................................................ ~ 1s
  2026-08-13 18:21:54 /api/v1/notifications/1000000/unread-count ............................................... ~ 2s
  2026-08-13 18:21:55 /api/v1/analytics/1000000/executive-summary .............................................. ~ 6s
  PHP Fatal error:  Maximum execution time of 30 seconds exceeded in C:\Users\omshivay\Desktop\ADK\hp-enterprise-brain\vendor\laravel\framework\src\Illuminate\Database\Connection.php on line 412
  2026-08-13 18:21:56 /api/v1/workspace/1000000/home-metrics ............................................... ~ 1m 44s
  2026-08-13 18:22:01 /api/v1/reasoning-engine/1000000/missing-evidence .................................... ~ 1m 40s
  2026-08-13 18:23:40 /api/v1/reasoning-engine/1000000/duplicate-signals ....................................... ~ 2s
  2026-08-13 18:23:41 /api/v1/ai/executions/1000000 ............................................................ ~ 2s
  2026-08-13 18:23:42 /api/v1/ai/providers ..................................................................... ~ 1s
  2026-08-13 18:23:43 /api/v1/tasks/registry ............................................................... ~ 1.62ms
  2026-08-13 18:23:44 /api/v1/capabilities/1000000 ............................................................. ~ 1s
  2026-08-13 18:23:44 .......................................................................................... ~ 1s
  2026-08-13 18:23:45 ...................................................................................... ~ 2.18ms
  2026-08-13 18:23:45 ...................................................................................... ~ 1.88ms
  2026-08-13 18:23:45 ...................................................................................... ~ 2.19ms
  2026-08-13 18:23:45 ...................................................................................... ~ 2.42ms
  2026-08-13 18:23:45 ...................................................................................... ~ 1.90ms
  2026-08-13 18:23:45 ...................................................................................... ~ 1.74ms
  2026-08-13 18:23:45 ...................................................................................... ~ 1.55ms
  2026-08-13 18:24:53 /api/v1/notifications/1000000/unread-count .......................................... ~ 16.09ms
  2026-08-13 18:24:53 /api/v1/analytics/1000000/executive-summary .......................................... ~ 0.14ms
  2026-08-13 18:24:53 /api/v1/organizations/1000000 ........................................................ ~ 0.85ms
  2026-08-13 18:24:53 /api/v1/notifications/1000000/unread-count ............................................... ~ 1s
  2026-08-13 18:24:53 /api/v1/analytics/1000000/executive-summary .............................................. ~ 6s
  2026-08-13 18:24:54 /api/v1/organizations/1000000 ............................................................ ~ 6s
  2026-08-13 18:25:00 /api/v1/workspace/1000000/home-metrics ............................................... ~ 0.25ms
